fecha,Crédito SF sector privado,Crédito empresarial,Crédito consumo,Crédito hipotecario,Tasa activa TAMN,Tasa pasiva TIPMN,Tasa referencia BCRP,Tipo de cambio,Índice BVL,IPC Lima,PBI desestacionalizado,Demanda interna,Reservas internacionales,Liquidez M1,Liquidez M2,Liquidez M3,Tasa interbancaria,IPC Subyacente,embi_peru
2019-01-01,348607.92,189684.94905932,71984.7856,48226.5168,14.321,2.4245,2.75,3.34386363636364,20190.87,90.4809684380851,167.455150049253,169.339324126205,62379.595,89600.72,385552.44,501425.7,2.752,92.7424311165226,152.3913043478261
2019-02-01,347964.7,188771.15290316,72725.8136,48489.756,14.3586,2.4704,2.75,3.321475,20614.45,90.595663429072,167.622825256679,167.435791948915,63253.831,88812.85,385600.86,501052.87,2.7514,92.9159282521908,139.5
2019-03-01,353040.65,190514.24779284,73595.9704,48964.1736,14.4926,2.4184,2.75,3.30469047619048,21098.07,91.2547942250017,170.550610142393,179.445323729672,63091.305074,91989.52,393353.77,509332.14,2.7542,93.7055304240752,135.66666666666666
2019-04-01,355111.71,191390.206385,74267.6644,49205.7068,14.509,2.4783,2.75,3.303825,20896.5,91.4373773077339,171.118899847166,184.94154816599,64882.343511,92045.75,392686.21,509596.16,2.7524,93.7714914969245,122.36363636363636
2019-05-01,359766.29,192355.47529124,75111.7912,49660.5484,14.4781,2.4839,2.75,3.33236363636364,19922.77,91.5723515157514,171.236230492186,193.013050015637,66309.423862,89105.35,392891.75,513243.9,2.7504,93.9443985356854,135.69565217391303
2019-06-01,359583.99,193211.51598192,75981.8296,50204.0852,14.589,2.4923,2.75,3.32565,20622.79,91.493350335306,171.154930782561,179.075074051889,66512.571284,89681.46,396892.83,516219.1,2.7923,94.0187459432572,129.15
2019-07-01,362232.74,194387.86071048,76466.2468,50342.5168,14.501,2.4655,2.75,3.29021428571428,19957.26,91.6793898976101,171.000914876569,185.517041837671,66753.010056,92793.69,403895.51,526438.59,2.7527,94.1904388488264,116.1304347826087
2019-08-01,368239.95,195696.76482904,77405.2032,50736.5764,14.4355,2.4068,2.5,3.37756,19106.75,91.7352934900762,172.591278721415,188.762775420136,68268.879249,96162.3,407037.94,531981.62,2.5642,94.3377297691033,127.0909090909091
2019-10-01,372858.23,198538.44799124,79216.2068,51656.0036,14.2445,2.2823,2.5,3.3597619047619,19904.87,91.8427297350918,172.556453223271,191.336128029233,67986.299528,94200.5,412480.95,538221.03,2.5045,94.5102114983733,126.91304347826087
2019-11-01,376628.05,198922.58968256,80243.5864,52094.0044,14.192,2.266,2.25,3.3717,20078.0,91.9427558656052,173.371584793124,185.500222049048,66770.857362,96384.78,419151.72,548363.82,2.2984,94.5672133227365,126.76190476190476
2019-12-01,374462.85,199115.43439992,81010.0716,52410.4356,14.0848,2.1952,2.25,3.35519047619048,20526.13,92.1399925330876,171.679404272136,195.519662479471,68315.894676,99448.45,427724.16,554302.17,2.2501,94.6188656395427,115.9090909090909
2020-01-01,376518.28,198078.08191576,81550.9252,52699.0264,14.351,2.1571,2.25,3.32736363636364,19834.9,92.1895712817569,172.934195324644,180.281893807818,68398.651695,99612.11,432556.45,559431.83,2.249,94.8072467930245,113.8695652173913
